token,headword,tokenRank,headRank,tokenBand,headBand,tokenFreq,headFreq,PoS
elimination,eliminate,9510,2460,10k,03k,551,3020,Noun
multiply,multiply,9511,3249,10k,04k,551,1793,Verb
burglary,burgle,9512,3530,10k,04k,551,1534,Noun
kinship,kin,9513,3691,10k,04k,551,1415,Noun
staggering,stagger,9514,3774,10k,04k,551,1352,Adj
mushrooms,mushroom,9515,4368,10k,05k,551,989,Noun
trench,trench,9516,4508,10k,05k,551,924,Noun
moustache,moustache,9517,5224,10k,06k,551,673,Noun
commonplace,commonplace,9518,5714,10k,06k,551,551,Adj
yourselves,you,9519,15,10k,01k,550,821635,Pron
threatens,threat,9520,835,10k,01k,550,14530,Verb
entertained,entertain,9521,1909,10k,02k,550,4756,Verb
staining,stain,9522,2447,10k,03k,550,3055,Verb
cancellation,cancel,9523,2495,10k,03k,550,2948,Noun
underwent,undergo,9524,2784,10k,03k,550,2434,Verb
leak,leak,9525,3034,10k,04k,550,2055,Verb
tees,tee,9526,3973,10k,04k,550,1212,Noun
retrospective,retrospect,9527,4084,10k,05k,550,1138,Adj
frog,frog,9528,4181,10k,05k,550,1085,Noun
banana,banana,9529,4351,10k,05k,550,996,Noun
punk,punk,9530,5318,10k,06k,550,648,Noun
curry,curry,9531,5409,10k,06k,550,627,Verb
reunion,reunion,9532,5476,10k,06k,550,606,Noun
informative,informative,9533,5508,10k,06k,550,598,Adj
neutrality,neutral,9534,2538,10k,03k,549,2848,Noun
hesitate,hesitate,9535,2555,10k,03k,549,2799,Verb
fetched,fetch,9536,3104,10k,04k,549,1955,Verb
roared,roar,9537,3275,10k,04k,549,1766,Verb
laden,laden,9538,4607,10k,05k,549,884,Noun
lavatory,lavatory,9539,4964,10k,05k,549,752,Adj
foil,foil,9540,5085,10k,06k,549,713,Noun
roundabout,roundabout,9541,5175,10k,06k,549,688,Noun
careless,care,9542,246,10k,01k,548,43629,Adj
influencing,influence,9543,717,10k,01k,548,17010,Verb
edit,edit,9544,1068,10k,02k,548,10944,Verb
rides,ride,9545,1125,10k,02k,548,10333,Noun
initiate,initiate,9546,1312,10k,02k,548,8376,Verb
raining,rain,9547,1359,10k,02k,548,7981,Verb
suppress,suppress,9548,2981,10k,03k,548,2115,Verb
glare,glare,9549,3355,10k,04k,548,1688,Noun
paradigm,paradigm,9550,4984,10k,05k,548,745,Noun
writ,writ,9551,5041,10k,06k,548,725,Verb
diversion,diversion,9552,5062,10k,06k,548,718,Noun
inmates,inmate,9553,5220,10k,06k,548,674,Noun
anal,anal,9554,5692,10k,06k,548,556,Adj
intensely,intense,9555,1363,10k,02k,547,7962,Adv
brighter,bright,9556,1373,10k,02k,547,7877,Adj
diagrams,diagram,9557,3096,10k,04k,547,1968,Noun
covenants,covenant,9558,3400,10k,04k,547,1645,Noun
manuscripts,manuscript,9559,3769,10k,04k,547,1356,Noun
burrows,burrow,9560,4269,10k,05k,547,1041,Noun
vase,vase,9561,4785,10k,05k,547,816,Noun
sorrow,sorrow,9562,4894,10k,05k,547,778,Noun
quiz,quiz,9563,4976,10k,05k,547,748,Noun
charcoal,charcoal,9564,5708,10k,06k,547,552,Adj
mister,mister,9565,138,10k,01k,546,66659,Noun
commenting,comment,9566,910,10k,01k,546,13067,Verb
delegated,delegate,9567,1926,10k,02k,546,4722,Verb
frantic,frantic,9568,4462,10k,05k,546,945,Adj
temperament,temperament,9569,4832,10k,05k,546,798,Noun
donkey,donkey,9570,5075,10k,06k,546,715,Noun
vis,vis,9571,5739,10k,06k,546,546,IrrN
insurers,insure,9572,1217,10k,02k,545,9387,Noun
cheerfully,cheer,9573,2039,10k,03k,545,4293,Adv
enacted,enact,9574,3895,10k,04k,545,1260,Verb
glazed,glaze,9575,3976,10k,04k,545,1211,Verb
pedestrian,pedestrian,9576,4307,10k,05k,545,1021,Adj
handbook,handbook,9577,5397,10k,06k,545,630,Noun
lordships,lord,9578,584,10k,01k,544,21087,Noun
kills,kill,9579,638,10k,01k,544,19169,Verb
heater,heat,9580,1086,10k,02k,544,10724,Noun
engaging,engage,9581,1518,10k,02k,544,6545,Verb
ranked,rank,9582,1716,10k,02k,544,5578,Verb
satisfactorily,satisfactory,9583,2291,10k,03k,544,3482,Adv
exhaust,exhaust,9584,2348,10k,03k,544,3331,Noun
articulated,articulate,9585,3325,10k,04k,544,1728,Verb
impatiently,impatient,9586,3395,10k,04k,544,1646,Adv
onions,onion,9587,3932,10k,04k,544,1235,Noun
coronary,coronary,9588,5705,10k,06k,544,553,Adj
needless,need,9589,98,10k,01k,543,93170,Adj
hardened,hard,9590,422,10k,01k,543,29355,Verb
photographed,photograph,9591,950,10k,01k,543,12560,Verb
troop,troop,9592,1751,10k,02k,543,5417,Noun
extraordinarily,extraordinary,9593,2313,10k,03k,543,3415,Adv
detachment,detach,9594,3033,10k,04k,543,2056,Noun
vs,versus,9595,3520,10k,04k,543,1541,Prep
tailor,tailor,9596,3787,10k,04k,543,1339,Noun
warriors,warrior,9597,4104,10k,05k,543,1125,Noun
denounced,denounce,9598,4637,10k,05k,543,873,Verb
incorporates,incorporate,9599,1015,10k,02k,542,11573,Verb
incorporation,incorporate,9600,1015,10k,02k,542,11573,Noun
accidentally,accident,9601,1188,10k,02k,542,9634,Adv
reversal,reverse,9602,1802,10k,02k,542,5206,Noun
desperation,desperate,9603,1887,10k,02k,542,4842,Noun
lambs,lamb,9604,2866,10k,03k,542,2295,Noun
melted,melt,9605,3052,10k,04k,542,2030,Verb
spectacles,spectacle,9606,3720,10k,04k,542,1393,Noun
notified,notify,9607,4386,10k,05k,542,982,Verb
applause,applause,9608,5750,10k,06k,542,542,Noun
stricken,stricken,9609,5755,10k,06k,542,542,Adj
replay,play,9610,150,10k,01k,541,62427,Noun
environmentalists,environment,9611,509,10k,01k,541,24353,Noun
collectively,collect,9612,533,10k,01k,541,23429,Adv
reformed,reform,9613,1027,10k,02k,541,11428,Noun
jumper,jump,9614,1435,10k,02k,541,7222,Noun
missions,mission,9615,2076,10k,03k,541,4119,Noun
forecasting,forecast,9616,2451,10k,03k,541,3045,Noun
gangs,gang,9617,2930,10k,03k,541,2193,Noun
deter,deter,9618,3153,10k,04k,541,1887,Verb
diamonds,diamond,9619,3313,10k,04k,541,1739,Noun
grimly,grim,9620,3352,10k,04k,541,1691,Adv
submarine,submarine,9621,3875,10k,04k,541,1273,Noun
epidemic,epidemic,9622,5240,10k,06k,541,670,Noun
whereabouts,whereabouts,9623,5760,10k,06k,541,541,Noun
shan,shall,9624,598,10k,01k,540,20468,Noun
possessing,possess,9625,1244,10k,02k,540,9082,Verb
crowned,crown,9626,1585,10k,02k,540,6192,Noun
grains,grain,9627,2643,10k,03k,540,2660,Noun
manipulate,manipulate,9628,2728,10k,03k,540,2516,Verb
administer,administer,9629,3103,10k,04k,540,1957,Verb
blinked,blink,9630,4010,10k,05k,540,1182,Verb
inverted,invert,9631,5018,10k,06k,540,732,Adj
oath,oath,9632,5121,10k,06k,540,704,Noun
tonic,tonic,9633,5463,10k,06k,540,612,Adj
cavalry,cavalry,9634,5756,10k,06k,540,541,Noun
yearly,year,9635,57,10k,01k,539,178649,Adj
royalty,royal,9636,757,10k,01k,539,16108,Noun
endangered,danger,9637,833,10k,01k,539,14555,Verb
shipped,ship,9638,1135,10k,02k,539,10207,Verb
assemblies,assembly,9639,1620,10k,02k,539,6005,Noun
yielded,yield,9640,2086,10k,03k,539,4090,Verb
lasts,lasted,9641,2271,10k,03k,539,3528,Verb
slavery,slave,9642,2563,10k,03k,539,2789,Noun
nodes,node,9643,3696,10k,04k,539,1414,Noun
splash,splash,9644,3859,10k,04k,539,1280,Noun
convergence,converge,9645,4070,10k,05k,539,1146,Noun
abdominal,abdomen,9646,4735,10k,05k,539,835,Adj
dismay,dismay,9647,4774,10k,05k,539,820,Noun
honeymoon,honeymoon,9648,5607,10k,06k,539,578,Noun
programmed,programme,9649,341,10k,01k,538,34018,Verb
contributes,contribute,9650,777,10k,01k,538,15649,Verb
offending,offend,9651,2379,10k,03k,538,3233,Verb
shores,shore,9652,2773,10k,03k,538,2448,Noun
theses,thesis,9653,3079,10k,04k,538,1991,Noun
persuasive,persuasion,9654,3872,10k,04k,538,1275,Adj
perched,perch,9655,4485,10k,05k,538,934,Verb
reciprocal,reciprocal,9656,5658,10k,06k,538,566,Adj
jargon,jargon,9657,5758,10k,06k,538,541,Noun
pointless,point,9658,143,10k,01k,537,65397,Adj
rung,ring,9659,902,10k,01k,537,13165,Verb
accusing,accuse,9660,1440,10k,02k,537,7211,Verb
congressional,congress,9661,1603,10k,02k,537,6112,Adj
praying,pray,9662,1693,10k,02k,537,5658,Verb
approximate,approximate,9663,2034,10k,03k,537,4307,Adj
diaries,diary,9664,2698,10k,03k,537,2567,Noun
scare,scare,9665,2849,10k,03k,537,2316,Verb
embraced,embrace,9666,2925,10k,03k,537,2207,Verb
implicitly,implicit,9667,3350,10k,04k,537,1694,Adv
syllable,syllable,9668,4316,10k,05k,537,1017,Adj
turbulent,turbulence,9669,4438,10k,05k,537,955,Adj
hostel,hostel,9670,4630,10k,05k,537,876,Noun
pal,pal,9671,4633,10k,05k,537,875,Noun
darkened,dark,9672,656,10k,01k,536,18561,Adj
insignificant,significant,9673,732,10k,01k,536,16758,Adj
finer,fine,9674,745,10k,01k,536,16324,Adj
unbeaten,beat,9675,1026,10k,02k,536,11436,Adj
assurances,assure,9676,1308,10k,02k,536,8410,Noun
fulfilling,fulfil,9677,2237,10k,03k,536,3630,Verb
greet,greet,9678,2530,10k,03k,536,2856,Verb
forgiven,forgive,9679,2565,10k,03k,536,2788,Verb
padded,pad,9680,3088,10k,04k,536,1986,Adj
nan,nanny,9681,3539,10k,04k,536,1520,Noun
sausage,sausage,9682,4348,10k,05k,536,997,Noun
mama,mama,9683,4555,10k,05k,536,905,Noun
convent,convent,9684,5652,10k,06k,536,567,Noun
privy,privy,9685,5778,10k,06k,536,536,Adj
legged,leg,9686,970,10k,01k,535,12341,Noun
doubling,double,9687,988,10k,01k,535,12046,Verb
insp,inspect,9688,1365,10k,02k,535,7941,Noun
persist,persist,9689,2201,10k,03k,535,3742,Verb
carving,carve,9690,2709,10k,03k,535,2545,Verb
rib,rib,9691,3715,10k,04k,535,1397,Noun
gamble,gamble,9692,3847,10k,04k,535,1290,Noun
chemists,chemist,9693,3943,10k,04k,535,1229,Noun
crusade,crusade,9694,4318,10k,05k,535,1014,Noun
bungalow,bungalow,9695,5021,10k,06k,535,731,Noun
jug,jug,9696,5207,10k,06k,535,679,Noun
behaviours,behaviour,9697,854,10k,01k,534,14155,Noun
implying,imply,9698,1576,10k,02k,534,6237,Verb
creep,creep,9699,3019,10k,04k,534,2072,Verb
athletics,athlete,9700,3080,10k,04k,534,1990,Noun
dipped,dip,9701,3175,10k,04k,534,1866,Verb
antiques,antique,9702,3733,10k,04k,534,1384,Noun
adolescent,adolescent,9703,3808,10k,04k,534,1312,Noun
trauma,trauma,9704,4127,10k,05k,534,1113,Noun
flint,flint,9705,5421,10k,06k,534,623,Noun
centenary,centenary,9706,5488,10k,06k,534,604,Adj
neural,neural,9707,5781,10k,06k,534,535,Adj
expressive,express,9708,510,10k,01k,533,24255,Adj
stationed,station,9709,840,10k,01k,533,14443,Noun
occupying,occupy,9710,1431,10k,02k,533,7288,Verb
bombers,bomb,9711,1437,10k,02k,533,7216,Noun
penetrate,penetrate,9712,3020,10k,04k,533,2069,Verb
pets,pet,9713,3102,10k,04k,533,1959,Noun
blankets,blanket,9714,3363,10k,04k,533,1684,Noun
weed,weed,9715,3645,10k,04k,533,1445,Noun
deviation,deviate,9716,4167,10k,05k,533,1094,Noun
harness,harness,9717,4594,10k,05k,533,889,Noun
seconded,seconded,9718,4726,10k,05k,533,839,Num
accessories,accessory,9719,4907,10k,05k,533,772,Noun
accession,accession,9720,5625,10k,06k,533,574,Noun
yen,yen,9721,5792,10k,06k,533,534,Noun
martial,martial,9722,5797,10k,06k,533,533,Adj
unbelievable,believe,9723,326,10k,01k,532,35364,Adj
creator,create,9724,381,10k,01k,532,31585,Noun
midfielder,field,9725,548,10k,01k,532,22663,Noun
contrasted,contrast,9726,1299,10k,02k,532,8538,Noun
reassurance,assure,9727,1308,10k,02k,532,8410,Noun
pretended,pretend,9728,2539,10k,03k,532,2846,Verb
vigour,vigorous,9729,2917,10k,03k,532,2218,Noun
buck,buck,9730,4139,10k,05k,532,1106,Noun
dripping,drip,9731,4158,10k,05k,532,1098,Verb
ascertain,ascertain,9732,4390,10k,05k,532,981,Verb
logo,logo,9733,5219,10k,06k,532,675,Noun
nought,nought,9734,5619,10k,06k,532,575,Adj
judiciary,judiciary,9735,5769,10k,06k,532,538,Noun
uniquely,unique,9736,1831,10k,02k,531,5085,Adv
merge,merge,9737,2219,10k,03k,531,3681,Verb
tribunals,tribunal,9738,2971,10k,03k,531,2129,Noun
screwed,screw,9739,2976,10k,03k,531,2121,Verb
termination,terminate,9740,3159,10k,04k,531,1882,Noun
haunted,haunt,9741,3667,10k,04k,531,1430,Verb
consolation,console,9742,3988,10k,04k,531,1199,Noun
shilling,shilling,9743,4047,10k,05k,531,1161,Noun
slaughter,slaughter,9744,4605,10k,05k,531,885,Noun
overthrow,overthrow,9745,4775,10k,05k,531,820,Verb
groove,groove,9746,4853,10k,05k,531,792,Noun
variant,vary,9747,534,10k,01k,530,23418,Noun
coldly,cold,9748,891,10k,01k,530,13445,Adv
advisable,advise,9749,1022,10k,02k,530,11449,Adj
fossils,fossil,9750,3456,10k,04k,530,1595,Noun
versatile,versatile,9751,4914,10k,05k,530,770,Adj
nutrients,nutrient,9752,5000,10k,05k,530,741,Noun
inventory,inventory,9753,5124,10k,06k,530,703,Noun
registry,registry,9754,5671,10k,06k,530,563,Noun
nutty,nutty,9755,5783,10k,06k,530,535,Adj
illegally,legal,9756,675,10k,01k,529,18093,Adv
screened,screen,9757,1346,10k,02k,529,8071,Noun
fuelled,fuel,9758,1713,10k,02k,529,5590,Noun
discreet,discreet,9759,2272,10k,03k,529,3528,Noun
literal,literal,9760,2759,10k,03k,529,2470,Adj
teasing,tease,9761,3810,10k,04k,529,1311,Verb
traits,trait,9762,4752,10k,05k,529,829,Noun
posture,posture,9763,4857,10k,05k,529,791,Noun
mutant,mutant,9764,5178,10k,06k,529,687,Adj
altitude,altitude,9765,5300,10k,06k,529,653,Noun
adjusting,adjust,9766,1679,10k,02k,528,5699,Verb
repaired,repair,9767,1954,10k,02k,528,4609,Verb
substituted,substitute,9768,2144,10k,03k,528,3885,Verb
vulnerability,vulnerable,9769,2456,10k,03k,528,3027,Noun
diplomats,diplomat,9770,2496,10k,03k,528,2944,Noun
terminated,terminate,9771,3159,10k,04k,528,1882,Verb
consolidation,consolidate,9772,3225,10k,04k,528,1817,Noun
groaned,groan,9773,4089,10k,05k,528,1136,Verb
eroded,erode,9774,4945,10k,05k,528,760,Verb
estuary,estuary,9775,5036,10k,06k,528,727,Noun
phosphate,phosphate,9776,5320,10k,06k,528,648,Noun
suffice,suffice,9777,5357,10k,06k,528,640,Verb
respondent,respond,9778,1264,10k,02k,527,8874,Noun
republicans,republic,9779,1328,10k,02k,527,8182,Noun
wheeler,wheel,9780,1634,10k,02k,527,5956,Noun
graduated,graduate,9781,2378,10k,03k,527,3236,Verb
injected,inject,9782,2681,10k,03k,527,2588,Verb
fading,fade,9783,2738,10k,03k,527,2502,Verb
overlapping,overlap,9784,3292,10k,04k,527,1757,Verb
anguish,anguish,9785,5030,10k,06k,527,728,Noun
concluding,conclude,9786,1663,10k,02k,526,5816,Verb
brilliantly,brilliant,9787,2125,10k,03k,526,3946,Adv
ashes,ash,9788,3064,10k,04k,526,2017,Noun
rods,rod,9789,3083,10k,04k,526,1989,Noun
monkeys,monkey,9790,4105,10k,05k,526,1124,Noun
pillars,pillar,9791,4224,10k,05k,526,1066,Noun
physician,physician,9792,4581,10k,05k,526,895,Noun
perfume,perfume,9793,4793,10k,05k,526,813,Noun
binoculars,binoculars,9794,5179,10k,06k,526,686,Noun
penis,penis,9795,5641,10k,06k,526,570,Noun
servicing,service,9796,179,10k,01k,525,57132,Noun
flowed,flow,9797,1297,10k,02k,525,8562,Verb
familiarity,familiar,9798,1432,10k,02k,525,7284,Noun
presume,presume,9799,1848,10k,02k,525,5028,Verb
confidently,confident,9800,2175,10k,03k,525,3819,Adv
descendants,descend,9801,2629,10k,03k,525,2689,Noun
bless,bless,9802,2748,10k,03k,525,2487,Verb
utilities,utility,9803,3457,10k,04k,525,1594,Noun
slap,slap,9804,3830,10k,04k,525,1300,Verb
cushion,cushion,9805,3991,10k,04k,525,1197,Noun
nuns,nun,9806,4290,10k,05k,525,1031,Noun
devaluation,devalue,9807,4436,10k,05k,525,956,Noun
turmoil,turmoil,9808,5805,10k,06k,525,532,Noun
gastrointestinal,gastrointestinal,9809,5830,10k,06k,525,525,Adj
professionally,profession,9810,565,10k,01k,524,21912,Adv
psychologist,psychology,9811,1452,10k,02k,524,7107,Noun
popped,pop,9812,1872,10k,02k,524,4910,Verb
roast,roast,9813,4535,10k,05k,524,912,Noun
construed,construe,9814,4909,10k,05k,524,772,Verb
exquisite,exquisite,9815,5211,10k,06k,524,677,Adj
barrow,barrow,9816,5489,10k,06k,524,604,Noun
focal,focal,9817,5817,10k,06k,524,529,Adj
deliveries,deliver,9818,1102,10k,02k,523,10587,Noun
coding,code,9819,1384,10k,02k,523,7744,Noun
masks,mask,9820,2717,10k,03k,523,2528,Noun
arches,arch,9821,2912,10k,03k,523,2223,Noun
recreational,recreation,9822,3597,10k,04k,523,1486,Adj
shrine,shrine,9823,4236,10k,05k,523,1059,Noun
laundry,laundry,9824,4408,10k,05k,523,970,Noun
tsar,tsar,9825,4741,10k,05k,523,834,Noun
pyramid,pyramid,9826,5024,10k,06k,523,730,Noun
scarf,scarf,9827,5103,10k,06k,523,709,Noun
plump,plump,9828,5236,10k,06k,523,672,Verb
quoting,quote,9829,1511,10k,02k,522,6642,Verb
successors,succession,9830,1648,10k,02k,522,5877,Noun
aeroplane,plane,9831,1780,10k,02k,522,5304,Noun
adventures,adventure,9832,2381,10k,03k,522,3221,Noun
flags,flag,9833,2983,10k,03k,522,2113,Noun
spheres,sphere,9834,3111,10k,04k,522,1951,Noun
enduring,endure,9835,3198,10k,04k,522,1839,Verb
prevalent,prevalent,9836,3551,10k,04k,522,1512,Adj
ion,ion,9837,3793,10k,04k,522,1331,Noun
endowment,endow,9838,4009,10k,05k,522,1183,Noun
lager,lager,9839,5636,10k,06k,522,572,Noun
shouts,shout,9840,1538,10k,02k,521,6433,Verb
polling,poll,9841,1886,10k,02k,521,4850,Noun
inhibited,inhibit,9842,2409,10k,03k,521,3144,Verb
overwhelmingly,overwhelm,9843,2652,10k,03k,521,2643,Adv
fade,fade,9844,2738,10k,03k,521,2502,Verb
elevated,elevate,9845,3558,10k,04k,521,1509,Verb
singular,singular,9846,4099,10k,05k,521,1129,Adj
bewildered,bewilder,9847,4267,10k,05k,521,1041,Verb
hailed,hail,9848,4328,10k,05k,521,1010,Verb
amber,amber,9849,5848,10k,06k,521,521,Noun
parte,parte,9850,5854,10k,06k,521,521,Noun
indicative,indicate,9851,684,10k,01k,520,17880,Adj
cyclists,cycle,9852,1492,10k,02k,520,6765,Noun
generates,generate,9853,1550,10k,02k,520,6366,Verb
wheeled,wheel,9854,1634,10k,02k,520,5956,Noun
sociologists,sociology,9855,2270,10k,03k,520,3539,Noun
illuminated,illuminate,9856,3461,10k,04k,520,1591,Verb
erupted,erupt,9857,3525,10k,04k,520,1539,Verb
tailored,tailor,9858,3787,10k,04k,520,1339,Verb
messenger,messenger,9859,5193,10k,06k,520,683,Noun
usefulness,use,9860,54,10k,01k,519,186734,Noun
sails,sail,9861,1623,10k,02k,519,5995,Verb
dots,dot,9862,2782,10k,03k,519,2439,Noun
fantasies,fantasy,9863,3059,10k,04k,519,2023,Noun
apprentice,apprentice,9864,3419,10k,04k,519,1631,Noun
bruised,bruise,9865,3788,10k,04k,519,1335,Verb
bullets,bullet,9866,3863,10k,04k,519,1277,Noun
mystical,mystic,9867,4180,10k,05k,519,1087,Adj
barrister,barrister,9868,4805,10k,05k,519,810,Noun
constructing,construct,9869,826,10k,01k,518,14741,Verb
engagements,engage,9870,1518,10k,02k,518,6545,Noun
radicals,radical,9871,1705,10k,02k,518,5606,Adj
apologies,apology,9872,2532,10k,03k,518,2853,Noun
endure,endure,9873,3198,10k,04k,518,1839,Verb
bounced,bounce,9874,3222,10k,04k,518,1818,Verb
persuasion,persuasion,9875,3872,10k,04k,518,1275,Noun
obstruction,obstruct,9876,3905,10k,04k,518,1254,Noun
grapes,grape,9877,4779,10k,05k,518,819,Noun
intricate,intricate,9878,5617,10k,06k,518,576,Adj
spa,spa,9879,5665,10k,06k,518,564,Noun
analogous,analogous,9880,5773,10k,06k,518,537,Adj
sophistication,sophistication,9881,5835,10k,06k,518,524,Noun
unaffected,affect,9882,831,10k,01k,517,14586,Adj
listener,listen,9883,893,10k,01k,517,13333,Noun
secs,seconds,9884,1793,10k,02k,517,5234,Noun
revive,revive,9885,2577,10k,03k,517,2768,Verb
enlightened,enlighten,9886,3881,10k,04k,517,1267,Verb
insolvency,insolvent,9887,4685,10k,05k,517,854,Noun
contraction,contraction,9888,4812,10k,05k,517,808,Noun
porch,porch,9889,5622,10k,06k,517,574,Noun
modelled,model,9890,605,10k,01k,516,20313,Verb
stylistic,style,9891,716,10k,01k,516,17067,Adj
consume,consume,9892,1203,10k,02k,516,9502,Verb
kisses,kiss,9893,1753,10k,02k,516,5409,Noun
mysteries,mystery,9894,2036,10k,03k,516,4305,Noun
brushing,brush,9895,2126,10k,03k,516,3942,Verb
heal,heal,9896,2842,10k,03k,516,2336,Verb
prevailed,prevail,9897,2997,10k,03k,516,2092,Verb
caves,cave,9898,3127,10k,04k,516,1920,Noun
plough,plough,9899,3799,10k,04k,516,1320,Verb
meadows,meadow,9900,3994,10k,04k,516,1196,Noun
stray,stray,9901,4556,10k,05k,516,905,Adj
depreciation,depreciate,9902,5299,10k,06k,516,654,Noun
efficacy,efficacy,9903,5858,10k,06k,516,519,Noun
apartheid,apartheid,9904,5874,10k,06k,516,517,Noun
defiance,defiance,9905,5885,10k,06k,516,516,Noun
speedy,speed,9906,1049,10k,02k,515,11176,Adj
disciplined,discipline,9907,1237,10k,02k,515,9132,Noun
disasters,disaster,9908,1977,10k,02k,515,4532,Noun
rituals,ritual,9909,2928,10k,03k,515,2201,Noun
aristocratic,aristocrat,9910,4728,10k,05k,515,838,Adj
jelly,jelly,9911,5428,10k,06k,515,620,Adv
center,centre,9912,197,10k,01k,514,53625,Noun
recognizing,recognize,9913,712,10k,01k,514,17186,Verb
advancement,advance,9914,961,10k,01k,514,12440,Noun
promotional,promote,9915,974,10k,01k,514,12301,Adj
liberalism,liberal,9916,1287,10k,02k,514,8685,Noun
faulty,fault,9917,1800,10k,02k,514,5210,Adj
astonishment,astonish,9918,2877,10k,03k,514,2279,Noun
parcels,parcel,9919,3844,10k,04k,514,1293,Noun
outing,outing,9920,4937,10k,05k,514,763,Noun
quartet,quartet,9921,5331,10k,06k,514,646,Noun
fortress,fortress,9922,5349,10k,06k,514,642,Noun
id,id,9923,5825,10k,06k,514,527,Noun
lucrative,lucrative,9924,5871,10k,06k,514,518,Adj
netware,netware,9925,5896,10k,06k,514,514,Irr
shoppers,shop,9926,596,10k,01k,513,20556,Noun
youthful,youth,9927,1490,10k,02k,513,6789,Adj
peasantry,peasant,9928,2161,10k,03k,513,3848,Noun
pumps,pump,9929,2543,10k,03k,513,2838,Noun
pleading,plead,9930,3015,10k,04k,513,2074,Verb
wrecked,wreck,9931,3334,10k,04k,513,1715,Verb
rip,rip,9932,3556,10k,04k,513,1509,Verb
pesticides,pesticide,9933,4769,10k,05k,513,822,Noun
heightened,heighten,9934,5058,10k,06k,513,720,Verb
notation,notate,9935,5520,10k,06k,513,595,Noun
jaguar,jaguar,9936,5678,10k,06k,513,561,Noun
midday,day,9937,89,10k,01k,512,108153,Noun
lib,liberal,9938,1287,10k,02k,512,8685,Noun
inspected,inspect,9939,1365,10k,02k,512,7941,Verb
diets,diet,9940,1621,10k,02k,512,6004,Noun
differed,differ,9941,2068,10k,03k,512,4145,Verb
swore,swear,9942,2752,10k,03k,512,2476,Verb
await,await,9943,2904,10k,03k,512,2241,Verb
blasted,blast,9944,2939,10k,03k,512,2184,Noun
recurrence,recur,9945,3051,10k,04k,512,2031,Noun
curse,curse,9946,3789,10k,04k,512,1334,Noun
peering,peered,9947,3837,10k,04k,512,1297,Verb
enlightenment,enlighten,9948,3881,10k,04k,512,1267,Noun
floppy,flop,9949,4088,10k,05k,512,1136,Adj
confederation,confederate,9950,5201,10k,06k,512,680,Noun
authoritarian,authoritarian,9951,5432,10k,06k,512,619,Adj
wireless,wireless,9952,5868,10k,06k,512,518,Adj
parting,part,9953,109,10k,01k,511,78816,Noun
illnesses,ill,9954,1059,10k,02k,511,11055,Noun
feeds,feed,9955,1181,10k,02k,511,9675,Verb
